,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
4952,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,20 to 29 years,Female,Number,0,Canada
4953,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,20 to 29 years,Male,Number,0,Canada
4954,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,30 to 39 years,Female,Number,0,Canada
4955,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,30 to 39 years,Male,Number,0,Canada
4956,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,40 to 49 years,Female,Number,Suppr.,Canada
4957,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,40 to 49 years,Male,Number,Suppr.,Canada
4958,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,50 to 59 years,Female,Number,0,Canada
4959,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,50 to 59 years,Male,Number,0,Canada
4960,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,60 years or more,Female,Number,0,Canada
4961,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2022,60 years or more,Male,Number,0,Canada
4962,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,0 to 19 years,Female,Number,0,Canada
4963,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,0 to 19 years,Male,Number,0,Canada
4964,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,20 to 29 years,Female,Number,0,Canada
4965,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,20 to 29 years,Male,Number,0,Canada
4966,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,30 to 39 years,Female,Number,0,Canada
4967,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,30 to 39 years,Male,Number,0,Canada
4968,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,40 to 49 years,Female,Number,0,Canada
4969,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,40 to 49 years,Male,Number,0,Canada
4970,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,50 to 59 years,Female,Number,0,Canada
4971,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,50 to 59 years,Male,Number,0,Canada
4972,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,60 years or more,Female,Number,0,Canada
4973,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2021,60 years or more,Male,Number,0,Canada
4974,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,0 to 19 years,Female,Number,0,Canada
4975,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,0 to 19 years,Male,Number,0,Canada
4976,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,20 to 29 years,Female,Number,0,Canada
4977,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,20 to 29 years,Male,Number,0,Canada
4978,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,30 to 39 years,Female,Number,0,Canada
4979,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,30 to 39 years,Male,Number,0,Canada
4980,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,40 to 49 years,Female,Number,0,Canada
4981,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,40 to 49 years,Male,Number,0,Canada
4982,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,50 to 59 years,Female,Number,0,Canada
4983,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,50 to 59 years,Male,Number,0,Canada
4984,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,60 years or more,Female,Number,0,Canada
4985,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2020,60 years or more,Male,Number,0,Canada
4986,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,0 to 19 years,Female,Number,0,Canada
4987,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,0 to 19 years,Male,Number,0,Canada
4988,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,20 to 29 years,Female,Number,0,Canada
4989,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,20 to 29 years,Male,Number,0,Canada
4990,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,30 to 39 years,Female,Number,0,Canada
4991,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,30 to 39 years,Male,Number,0,Canada
4992,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,40 to 49 years,Female,Number,0,Canada
4993,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,40 to 49 years,Male,Number,0,Canada
4994,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,50 to 59 years,Female,Number,0,Canada
4995,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,50 to 59 years,Male,Number,0,Canada
4996,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,60 years or more,Female,Number,0,Canada
4997,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2019,60 years or more,Male,Number,0,Canada
4998,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,0 to 19 years,Female,Number,0,Canada
4999,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,0 to 19 years,Male,Number,0,Canada
5000,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,20 to 29 years,Female,Number,0,Canada
5001,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,20 to 29 years,Male,Number,0,Canada
5002,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,30 to 39 years,Female,Number,0,Canada
5003,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,30 to 39 years,Male,Number,0,Canada
5004,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,40 to 49 years,Female,Number,0,Canada
5005,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,40 to 49 years,Male,Number,0,Canada
5006,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,50 to 59 years,Female,Number,0,Canada
5007,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,50 to 59 years,Male,Number,0,Canada
5008,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,60 years or more,Female,Number,0,Canada
5009,Opioids,Deaths,Age group by sex,Accidental apparent opioid toxicity deaths,Nunavut,62,By year,2018,60 years or more,Male,Number,0,Canada
5724,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,0 to 19 years,Percent,1,Canada
5725,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,20 to 29 years,Percent,13,Canada
5726,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,30 to 39 years,Percent,25,Canada
5727,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,40 to 49 years,Percent,25,Canada
5728,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,50 to 59 years,Percent,21,Canada
5729,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl,60 years or more,Percent,15,Canada
5730,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,0 to 19 years,Percent,0,Canada
5731,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,20 to 29 years,Percent,11,Canada
5732,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,30 to 39 years,Percent,28,Canada
5733,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,40 to 49 years,Percent,28,Canada
5734,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,50 to 59 years,Percent,19,Canada
5735,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Fentanyl analogues,60 years or more,Percent,14,Canada
5736,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,0 to 19 years,Percent,1,Canada
5737,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,20 to 29 years,Percent,7,Canada
5738,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,30 to 39 years,Percent,25,Canada
5739,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,40 to 49 years,Percent,25,Canada
5740,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,50 to 59 years,Percent,25,Canada
5741,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),Non-fentanyl opioids,60 years or more,Percent,17,Canada
5742,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,0 to 19 years,Percent,1,Canada
5743,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,20 to 29 years,Percent,13,Canada
5744,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,30 to 39 years,Percent,26,Canada
5745,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,40 to 49 years,Percent,23,Canada
5746,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,50 to 59 years,Percent,23,Canada
5747,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl,60 years or more,Percent,14,Canada
5748,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,0 to 19 years,Percent,1,Canada
5749,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,20 to 29 years,Percent,13,Canada
5750,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,30 to 39 years,Percent,25,Canada
5751,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,40 to 49 years,Percent,24,Canada
5752,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,50 to 59 years,Percent,24,Canada
5753,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Fentanyl analogues,60 years or more,Percent,13,Canada
5754,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,0 to 19 years,Percent,2,Canada
5755,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,20 to 29 years,Percent,11,Canada
5756,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,30 to 39 years,Percent,17,Canada
5757,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,40 to 49 years,Percent,24,Canada
5758,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,50 to 59 years,Percent,26,Canada
5759,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2023,Non-fentanyl opioids,60 years or more,Percent,21,Canada
5760,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,0 to 19 years,Percent,1,Canada
5761,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,20 to 29 years,Percent,14,Canada
5762,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,30 to 39 years,Percent,24,Canada
5763,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,40 to 49 years,Percent,22,Canada
5764,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,50 to 59 years,Percent,24,Canada
5765,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl,60 years or more,Percent,13,Canada
5766,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,0 to 19 years,Percent,0,Canada
5767,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,20 to 29 years,Percent,14,Canada
5768,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,30 to 39 years,Percent,23,Canada
5769,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,40 to 49 years,Percent,25,Canada
5770,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,50 to 59 years,Percent,25,Canada
5771,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Fentanyl analogues,60 years or more,Percent,13,Canada
5772,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Non-fentanyl opioids,0 to 19 years,Percent,2,Canada
5773,Opioids,Deaths,Type of opioids by age group,Accidental apparent opioid toxicity deaths,British Columbia,59,By year,2022,Non-fentanyl opioids,20 to 29 years,Percent,13,Canada
